% Model,angle sweep a=35 opt=40 correctaccel (-).mph
% Version,COMSOL 5.0.1.276
% Date,"Dec 3 2018, 14:51"
% Dimension,2
% Nodes,1239
% Expressions,3
% Description,"Electric field, z component, Magnetic field, x component, Magnetic field, y component"
% Length unit,m
% x,y,emw.Ez (V/m) @ freq=4.2103E9,emw.Hx (A/m) @ freq=4.2103E9,emw.Hy (A/m) @ freq=4.2103E9
-0.8812868397269156,-0.17801029256553458,0.27761663626875016+0.0804687659477781i,-2.0094504542870784E-4+0.001110391657771354i,-8.311568525363247E-4+7.657449971402177E-4i
-0.8812868397269156,-0.182574659041571,0.1640328476027009-0.005070553645575383i,-0.0011703638175053236-1.0442131803174801E-4i,-1.0498614136497219E-4-0.0023660731121798568i
-0.8812868397269156,-0.1734459260894953,0.39409805476695736+0.0778054796254462i,1.2661370571074573E-4+8.534917944333492E-4i,-0.0014794734136733692+8.53890774722533E-5i
-0.8812868397269156,-0.168881559613456,0.5124708977084145+0.044112951992371335i,2.7813740990812407E-4+7.216194074777879E-4i,-0.0018754174281478725-4.60323267228959E-5i
-0.8812868397269156,-0.1643171931374167,0.6094338030473623+0.0011094901632233878i,2.7705032720864173E-4+5.589076457718761E-4i,-0.002249053337327023-8.383260614394162E-5i
-0.8812868397269156,-0.1597528266613774,0.681574603455761-0.03337645495761442i,1.7439750361313765E-4+4.0038749012362456E-4i,-0.002618711621259936-7.22066207934391E-5i
-0.8812868397269156,-0.1551884601853381,0.7343750037827954-0.04837320135334801i,2.630290426686599E-5+3.039736942597803E-4i,-0.0029876243224443294-3.835895742251183E-5i
-0.8812868397269156,-0.1506240937092988,0.7802439598179578-0.0416856887679225i,-1.0754277208392547E-4+3.0650876355801265E-4i,-0.0033617477114323414-9.840762979605874E-8i
-0.8812868397269156,-0.1460597272332595,0.8346340963335546-0.01913745633339601i,-1.810779092626369E-4+4.133872228132304E-4i,-0.003750083145737419+3.100380069704662E-5i
-0.8812868397269156,-0.14149536075722022,0.9112921385744163+0.008542619136354214i,-1.751956040125204E-4+5.978012820084177E-4i,-0.004162687101107303+4.906096107694553E-5i
-0.8812868397269156,-0.1369309942811809,1.018152032546927+0.030096842346234096i,-1.0134277864762953E-4+8.10212416079785E-4i,-0.004608544186921468+5.337741751158426E-5i
-0.8812868397269156,-0.1323666278051416,1.1551817367068227+0.03783749746640974i,5.521384482140255E-6+9.949829356183638E-4i,-0.005093974522101672+4.725931843006004E-5i
-0.8812868397269156,-0.1278022613291023,1.3148561475343556+0.03008870634381193i,1.0160323749388702E-4+0.0011086831495838376i,-0.0056218644720888306+3.619895552072021E-5i
-0.8812868397269156,-0.123237894853063,1.4850562668446283+0.01124469959295863i,1.5097313006626667E-4+0.0011339691033404385i,-0.006191762476027762+2.5864823851211374E-5i
-0.8812868397269156,-0.11867352837702369,1.6533824378139397-0.01039718964538074i,1.3820823143344518E-4+0.0010843900746736802i,-0.006800647168694085+2.0422571481467904E-5i
-0.8812868397269156,-0.11410916190098438,1.8113962523144167-0.026083400028645485i,7.265773849307232E-5+9.985655052458999E-4i,-0.007444039239903066+2.159872854074621E-5i
-0.8812868397269156,-0.10954479542494511,1.957339646643066-0.029977493207374348i,-1.674036363105313E-5+9.258262662567959E-4i,-0.008117105444119619+2.864714354819505E-5i
-0.8812868397269156,-0.1049804289489058,2.096415337549039-0.0212109584742904i,-9.365307210948254E-5+9.083760771355456E-4i,-0.008815478600287658+3.908748749411238E-5i
-0.8812868397269156,-0.1004160624728665,2.238568431191489-0.003920234074341238i,-1.286480604949729E-4+9.662429543601469E-4i,-0.00953565021928867+4.986032293582144E-5i
-0.8812868397269156,-0.09585169599682719,2.3945869067736916+0.01463370630449615i,-1.1012502357687759E-4+0.0010903032073363782i,-0.010274933546107635+5.8457405858868987E-5i
-0.8812868397269156,-0.09128732952078789,2.571928284000357+0.027050423299323674i,-4.791332864200618E-5+0.0012457941388498554i,-0.011031103853244417+6.36572327195801E-5i
-0.8812868397269156,-0.08672296304474858,2.771769104263317+0.028686104439742295i,3.150788881851137E-5+0.0013849885792910827i,-0.011801878568897216+6.568436122832257E-5i
-0.8812868397269156,-0.08215859656870927,2.9883275901295243+0.019352175187527625i,9.599849810241447E-5+0.0014644198634583719i,-0.012584401595193338+6.58375417161724E-5i
-0.8812868397269156,-0.07759423009266997,3.2106854248127363+0.0032104113368014494i,1.2050419815211345E-4+0.0014604100083706404i,-0.013374858703502255+6.581071053249014E-5i
-0.8812868397269156,-0.07302986361663069,3.4264282347574433-0.013026059802176772i,9.659324318962125E-5+0.0013772749935307173i,-0.014168296308247534+6.700377212299405E-5i
-0.8812868397269156,-0.06846549714059139,3.6257651663255848-0.02282715223904777i,3.520778077018869E-5+0.0012452521064114004i,-0.014958663064730846+7.007444009994896E-5i
-0.8812868397269156,-0.06390113066455208,3.8046178152835246-0.02241972633070645i,-3.8225394291731576E-5+0.0011089545110373879i,-0.0157390500421382+7.48508078716904E-5i
-0.8812868397269156,-0.05933676418851278,3.965552289762446-0.012200609830775273i,-9.42058694501769E-5+0.0010106351485021313i,-0.01650207001685372+8.056764660996089E-5i
-0.8812868397269156,-0.05477239771247348,4.116226631973302+0.0035318769795130264i,-1.1089120165939858E-4+9.744534135956693E-4i,-0.017240292303570083+8.627239974778731E-5i
-0.8812868397269156,-0.05020803123643419,4.265946042437867+0.01837920539754049i,-8.253733404164202E-5+9.975675148317196E-4i,-0.017946643097508708+9.121077694355989E-5i
-0.8812868397269156,-0.045643664760394886,4.421619888066291+0.026432487075511837i,-2.1420404496698677E-5+0.0010513464602574924i,-0.01861469325449933+9.50478248677078E-5i
-0.8812868397269156,-0.04107929828435558,4.584635840077004+0.0246140779485141i,4.7378892228445924E-5+0.0010922357017444783i,-0.019238783672869336+9.787509505137113E-5i
-0.8812868397269156,-0.036514931808316275,4.74982350532008+0.01385228841875798i,9.614698080874696E-5+0.0010782139132384512i,-0.019813979416695875+1.0005145592827623E-4i
-0.8812868397269156,-0.031950565332276984,4.9068986712476-0.0013541396812131751i,1.0558119596338235E-4+9.846884529005635E-4i,-0.0203358862613526+1.0198220908688198E-4i
-0.8812868397269156,-0.02738619885623768,5.043850618209726-0.014784103875282013i,7.234350781299361E-5+8.138820129139027E-4i,-0.020800397382604946+1.0394087157521734E-4i
-0.8812868397269156,-0.022821832380198373,5.1510065076514975-0.02100306593028048i,1.0193453305516227E-5+5.941956935560641E-4i,-0.021203463683570716+1.0599444930184889E-4i
-0.8812868397269156,-0.018257465904159068,5.224252571501435-0.017529715919037007i,-5.567044177166662E-5+3.69789829479042E-4i,-0.021540986570184127+1.080350893604447E-4i
-0.8812868397269156,-0.013693099428119776,5.266208315109832-0.005803738654518926i,-9.875572852052404E-5+1.842960416718644E-4i,-0.021808896601486237+1.0987305429784088E-4i
-0.8812868397269156,-0.00912873295208047,5.284919367455671+0.009419111711669736i,-1.0185560145844035E-4+6.478088540372924E-5i,-0.022003414817670545+1.113282774996652E-4i
-0.8812868397269156,-0.004564366476041165,5.290568169400844+0.021992513281950656i,-6.386899410768104E-5+1.198907627959234E-5i,-0.02212143041865956+1.1227789794732779E-4i
-0.8812868397269156,-1.887379141862766E-15,5.2914477228573435+0.02685167262963252i,-1.773156736417761E-7+5.321852466599901E-7i,-0.022160891449352665+1.1265682038922623E-4i
-0.8812868397269156,0.004564366476037432,5.290720443136828+0.022044745035178573i,6.354626876644714E-5-1.1056654835455053E-5i,-0.022121096268215203+1.1243821099794699E-4i
-0.8812868397269156,0.009128732952076765,5.285186891884932+0.00951439978142011i,1.016205058818475E-4-6.419907470654507E-5i,-0.02200279687824332+1.1162498573454713E-4i
-0.8812868397269156,0.013693099428116098,5.26652970777827-0.00568139477129756i,9.864198834727133E-5-1.841637191927549E-4i,-0.02180808056507723+1.1026447158005894E-4i
-0.8812868397269156,0.018257465904155404,5.224562946389353-0.017399142611418734i,5.568201201893945E-5-3.700536682189451E-4i,-0.021540066597200938+1.0847151757092957E-4i
-0.8812868397269156,0.022821832380194723,5.151259184049801-0.02088145480508636i,-1.0081570208419084E-5-5.946710672208146E-4i,-0.021202512129034498+1.0642822699872866E-4i
-0.8812868397269156,0.027386198856234042,5.04403210872636-0.014683318363007136i,-7.217588120995638E-5-8.143195179657447E-4i,-0.02079944397901809+1.0433477622010975E-4i
-0.8812868397269156,0.03195056533227339,4.907031806547749-0.0012787336685612808i,-1.0540712324895183E-4-9.848623401880283E-4i,-0.020334916029263662+1.0231506179221784E-4i
-0.8812868397269156,0.036514931808312695,4.749957740199897+0.013904786415443767i,-9.600529523317924E-5-0.0010780012059414977i,-0.01981294666978277+1.0031863899360367E-4i
-0.8812868397269155,0.041079298284352014,4.58482826973598+0.024650633893302694i,-4.7286724869790407E-5-0.0010916582711565305i,-0.019237632440357498+9.808222806049664E-5i
-0.8812868397269156,0.045643664760391334,4.42191375728788+0.02646065370722677i,2.147234025721913E-5-0.0010505618591107376i,-0.018613378200818542+9.520034714739885E-5i
-0.8812868397269156,0.05020803123643065,4.266354337287018+0.018403215970178646i,8.258141880730158E-5-9.968127498805345E-4i,-0.017945149395472173+9.130527424240745E-5i
-0.8812868397269156,0.05477239771246997,4.116726397268095+0.003550011478402299i,1.1097192030524372E-4-9.739622379915864E-4i,-0.017238649400385168+8.62932413957916E-5i
-0.8812868397269156,0.059336764188509285,3.966091408664994-0.01219657283380627i,9.43641662336685E-5-0.0010105583597494606i,-0.016500351566053492+8.048908079951379E-5i
-0.8812868397269156,0.06390113066454862,3.805131580859969-0.02244274605462717i,3.848329437155617E-5-0.0011093111323772632i,-0.01573735808910044+7.46432357333496E-5i
-0.8812868397269156,0.06846549714058797,3.62619661333912-0.022891297299222138i,-3.485739052176172E-5-0.0012459278078180572i,-0.014957102052388878+6.97128642119064E-5i
-0.8812868397269156,0.07302986361662725,3.4267450353236333-0.013142067435329039i,-9.618822357785479E-5-0.0013780669394899488i,-0.01416694614505376+6.647568555708337E-5i
-0.8812868397269156,0.07759423009266656,3.210887578476453+0.00303908466820629i,-1.2010520371123853E-4-0.0014611009451845802i,-0.013373757439728854+6.512169582663653E-5i
-0.8812868397269156,0.08215859656870589,2.9884435869517567+0.01913165665457702i,-9.567374714208411E-5-0.0014648543639492534i,-0.012583545344509364+6.501418795747962E-5i
-0.8812868397269157,0.08672296304474524,2.7718423979090483+0.028431995973176694i,-3.1315458148918306E-5-0.0013851242424302887i,-0.011801236927315262+6.477360666485512E-5i
