% Model,angle sweep a=38 opt=40 correctaccel (-).mph
% Version,COMSOL 5.0.1.276
% Date,"Dec 3 2018, 15:54"
% Dimension,2
% Nodes,1239
% Expressions,3
% Description,"Electric field, z component, Magnetic field, x component, Magnetic field, y component"
% Length unit,m
% x,y,emw.Ez (V/m) @ freq=4.2103E9,emw.Hx (A/m) @ freq=4.2103E9,emw.Hy (A/m) @ freq=4.2103E9
-0.8812868397269156,-0.17801029256553458,0.2775892141040819+0.08060644346211224i,-2.0092045471405622E-4+0.001112081572498944i,-8.311648855463733E-4+7.637940749884492E-4i
-0.8812868397269156,-0.182574659041571,0.16408263058365435-0.004968727072154543i,-0.0011709353228965263-1.0891455881629347E-4i,-1.0623037451600839E-4-0.0023662207700753586i
-0.8812868397269156,-0.1734459260894953,0.39401206848556725+0.07792167279083118i,1.2684611630756027E-4+8.532853074870543E-4i,-0.0014801627083798829+8.616778104027261E-5i
-0.8812868397269156,-0.168881559613456,0.5123757374422543+0.044198685195284956i,2.7840850793865463E-4+7.215076725288094E-4i,-0.0018760534784544366-4.5553694167857936E-5i
-0.8812868397269156,-0.1643171931374167,0.6093281222805917+0.0011565045293823726i,2.7735602503464567E-4+5.588524908140101E-4i,-0.0022495752148053052-8.356538870974357E-5i
-0.8812868397269156,-0.1597528266613774,0.681458486064705-0.0333752244630687i,1.7472166177903814E-4+4.00355824679656E-4i,-0.0026191817345439395-7.217726638852304E-5i
-0.8812868397269156,-0.1551884601853381,0.7342522471465984-0.04841886521138031i,2.6626724986705278E-5+3.039720854010571E-4i,-0.0029880981766657994-3.851231779376652E-5i
-0.8812868397269156,-0.1506240937092988,0.7801202602726103-0.04177666203071165i,-1.0724684085236264E-4+3.065603073566154E-4i,-0.003362206591554242-4.2192068238619323E-7i
-0.8812868397269156,-0.1460597272332595,0.834518333476453-0.019269799022525326i,-1.8082369573049797E-4+4.1351180330077776E-4i,-0.0037504905784687525+3.05175961567278E-5i
-0.8812868397269156,-0.14149536075722022,0.9111962541175342+0.00837413216290456i,-1.7498788071727492E-4+5.980151569462687E-4i,-0.004162998559471105+4.8422185081291904E-5i
-0.8812868397269156,-0.1369309942811809,1.0180900533927606+0.02989751099665559i,-1.0117883181928481E-4+8.105220677388752E-4i,-0.004608714527778605+5.260013975332212E-5i
-0.8812868397269156,-0.1323666278051416,1.1551680241189413+0.03761195233553149i,5.647198903140459E-6+9.95381523983071E-4i,-0.005093960562902459+4.636084004979726E-5i
-0.8812868397269156,-0.1278022613291023,1.3149033369498506+0.029840932958699898i,1.0169384001597069E-4+0.001109150447940016i,-0.005621628420650717+3.520060139886191E-5i
